"ERR4507911";"ERR4507912";"ERR4507913";"ERR4507914";"ERR4507915";"ERR4507916"
991;378;880;700;426;1783
117;47;99;101;62;180
68;38;106;90;33;152
0;0;0;0;0;0
20285;7586;24578;17809;11551;50910
5;2;1;2;0;2
3791;1583;4197;2959;1926;7910
1247;489;1416;1197;692;2729
2;0;3;1;1;4
623;284;591;534;291;996
33;13;23;27;8;62
2731;1122;3318;1911;1402;7062
4170;1829;4536;3638;2026;8073
2;2;4;4;2;11
652;290;606;724;342;1316
98;25;95;82;55;185
663;329;770;628;328;1451
4040;2172;4331;3232;1906;7557
1092;437;1073;836;484;2269
22435;7868;25234;19487;13121;56628
2406;1216;2833;1288;1426;6041
2602;1196;2217;2542;1204;4303
0;0;0;0;0;0
10323;5502;11285;10698;4100;17624
2;1;2;0;0;0
0;0;0;0;0;0
2253;1055;2379;1809;1217;4617
19;11;12;2;4;30
1457;615;1505;1107;700;2822
1252;614;1447;1242;677;2714
8;4;25;8;17;21
22;6;13;24;10;43
129;36;137;81;70;243
0;2;1;1;2;8
955;450;1040;1036;604;2202
3768;2266;6870;3016;2427;12903
513;164;493;570;238;922
2529;1046;2795;2143;1324;5094
8907;4013;9169;6939;4501;18312
2237;1255;2588;1997;1050;4136
212;94;184;131;104;313
5123;2106;5703;3483;2497;10052
12719;6328;13598;10386;6489;26780
930;474;1128;935;554;2056
10;5;2;5;2;4
2;0;0;6;0;2
572;258;534;595;349;1346
839;421;912;879;518;1883
1036;366;1208;917;629;2353
2161;1006;2192;1834;1021;3656
2;0;0;0;0;0
0;2;3;4;0;1
2478;1094;2643;1958;1211;4656
329;140;354;358;177;607
2;0;0;0;0;19
0;0;0;0;0;0
0;0;0;0;0;4
3406;1719;3520;2637;1772;6405
0;0;0;0;0;0
0;0;0;0;0;0
17;7;22;10;6;23
5446;2115;5826;3581;2972;10163
40;14;42;17;26;88
0;0;0;0;0;0
0;0;0;0;0;0
1733;824;1825;1776;938;3235
0;0;0;0;1;0
199;137;327;232;132;650
3;0;6;0;0;1
2313;1303;2266;2469;1208;5004
18192;7849;19987;12355;8285;33946
1387;646;1358;1467;599;2363
425;223;653;495;196;952
1229;577;1401;929;718;3060
855;448;965;829;490;1993
1349;837;1737;1827;879;4053
0;0;0;0;0;0
2;1;8;2;0;3
0;1;2;4;0;2
146;70;230;143;105;438
14;2;14;22;1;42
14;5;13;17;1;22
599;214;722;474;349;1408
337;151;433;334;212;851
391;211;369;455;226;870
1039;483;1149;928;528;2078
68;55;87;61;37;130
2;0;4;0;0;6
11;5;9;11;6;7
2839;1426;3208;2205;1512;6262
0;0;0;2;0;2
2;0;4;0;0;0
14598;6065;16481;12994;6568;28027
0;0;0;0;0;0
56;35;77;95;37;138
169;97;250;149;81;420
192;93;203;208;133;574
1236;649;1363;1359;737;2356
1134;488;950;771;637;2487
490;343;523;473;354;1068
0;0;0;2;0;3
1080;572;1121;880;472;1796
206;144;235;239;139;409
963;386;1016;900;452;1897
24;10;20;28;17;45
29;28;23;33;37;73
1064;483;1206;860;512;2411
878;682;996;1185;659;2521
18;15;8;6;6;27
1248;431;1256;942;650;2564
2;0;0;0;2;2
8;2;9;7;6;34
0;2;1;0;0;0
0;0;0;0;0;0
60;27;72;44;26;85
79;33;92;34;55;167
0;0;2;1;1;6
0;0;0;0;0;0
1;2;1;2;0;8
5801;2592;6315;4651;2785;11166
172;56;133;220;111;393
110;76;153;127;91;405
1379;602;1446;915;694;2654
315;90;276;393;183;714
4309;1940;4340;3991;2278;8355
17;12;22;9;9;30
1344;559;1323;1258;733;2808
138;69;171;126;58;274
0;2;0;0;0;0
2155;1331;2591;1675;1483;6286
1693;805;1957;1316;1038;3836
1806;922;1953;1392;950;3615
2;0;0;0;0;0
416;166;486;335;270;952
0;0;0;0;0;0
0;0;0;0;0;0
1250;584;1239;1097;598;2222
3;0;0;1;0;0
1011;451;1024;970;634;2186
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1561;593;1658;964;687;3101
0;0;0;0;0;0
701;236;669;519;365;1381
256;69;230;239;146;598
120;63;141;91;101;313
1556;737;1596;1447;800;3125
2210;930;2523;1739;1047;4700
2055;689;2319;1348;1154;4642
232;123;323;266;115;554
2803;1202;3010;2024;1249;5026
5;0;2;1;2;1
3656;1667;3913;3589;1864;7517
3636;1894;3667;3830;2123;8013
0;0;0;0;0;0
1581;546;1696;1374;830;3050
5;4;8;6;4;15
0;0;0;0;0;0
225;109;249;228;167;443
1107;572;1280;970;575;2601
935;601;1304;775;594;2946
146;112;264;177;114;483
140;102;216;218;137;429
328;157;353;276;153;655
287;127;337;302;186;607
1130;625;1200;1253;612;2248
242;150;212;115;87;204
0;0;0;0;0;0
3190;1658;3586;2815;1431;5807
5;0;6;9;6;21
1528;736;1638;1428;936;3827
30612;20332;37459;22880;14431;64387
2573;1129;2821;1557;1046;3971
2;0;3;0;0;1
76;53;109;44;36;176
10;11;20;27;14;52
2707;1371;3026;2196;1586;6531
57;34;65;54;20;99
16;8;21;15;15;59
1330;625;1600;1128;742;3377
6529;3109;7315;4776;3419;13548
379;95;358;844;222;832
2;0;0;0;0;0
466;232;546;312;197;856
38;12;26;47;25;111
1394;491;1270;790;547;2140
0;0;0;0;0;0
163;75;184;159;55;356
201;82;226;186;157;452
803;518;911;946;503;1919
721;350;851;738;469;1690
230;64;237;224;172;591
0;0;0;0;0;1
1813;751;1807;1587;825;3167
105;40;74;83;30;159
2;1;1;1;0;1
145;79;151;131;70;313
252;123;235;318;138;538
2372;1534;2540;2528;1265;4723
14;6;7;6;0;5
622;312;618;417;288;1199
0;0;0;0;0;0
2198;1093;2383;1756;1206;4398
1;0;0;0;0;0
3;4;3;6;3;4
375;204;348;359;223;729
4;4;2;0;2;7
791;281;606;598;366;1137
136;36;130;100;63;238
15;7;12;18;7;35
1703;1110;1791;1596;999;3570
1835;804;1921;1976;907;3715
20;0;9;6;0;23
0;0;3;2;0;2
1781;822;1932;1524;947;3401
1596;896;1429;1407;878;2727
6;1;7;2;5;8
17718;10329;17985;12992;9169;33326
0;0;0;0;0;0
4;2;8;0;0;6
497;275;535;402;240;977
17;24;33;39;23;75
0;0;0;0;1;0
0;0;0;1;2;4
364;245;434;485;220;945
385;210;529;266;248;1071
309;146;260;331;167;664
2194;820;2981;1798;1348;5876
643;389;716;835;378;1420
1;1;6;0;2;3
1313;673;1424;1261;936;3124
3138;1608;3282;2985;1748;6185
0;0;0;0;0;0
28210;16332;31760;23376;17114;63728
20;6;10;29;10;25
0;0;0;0;0;1
11;10;9;7;6;16
0;0;0;0;0;0
4571;2512;5122;4058;2985;10536
1774;774;2012;1478;1002;3718
26;10;20;26;15;43
0;0;0;0;0;0
46;32;69;45;39;108
933;386;975;1011;499;1861
2;0;0;2;0;6
1344;702;1484;1166;673;2641
0;0;4;0;0;2
1;0;0;0;0;0
1921;1064;2055;1262;866;3686
21;12;38;29;26;71
24;15;29;25;9;44
0;0;0;0;0;0
690;351;762;762;393;1422
0;0;0;2;0;0
0;0;0;0;0;0
6;2;2;1;2;5
0;0;0;0;0;0
10421;5405;11993;9341;6155;24934
1123;514;1119;1117;476;1700
1978;1020;2268;1801;1005;4169
1584;759;1472;1682;799;2950
0;0;0;0;0;0
0;0;0;0;0;0
3106;1423;3976;2734;1874;7469
228;100;317;213;114;511
3060;1494;3365;2219;1667;6638
16263;5878;19159;14626;9664;38577
21;18;29;16;8;56
2069;925;1978;1621;922;3479
1097;617;1305;1217;663;2316
327;201;317;301;207;728
0;0;0;0;0;0
0;1;1;0;0;3
33;8;18;27;7;52
493;268;669;429;280;1000
0;0;4;0;2;2
1500;808;1452;1165;743;2775
1721;858;1979;1420;904;3724
829;510;748;681;338;1335
0;7;4;2;7;10
3001;1345;3380;2389;1687;6544
3300;1411;3520;2796;1586;6746
0;0;0;0;0;0
0;2;12;5;0;11
0;0;1;0;0;0
103;64;155;110;76;257
3324;1526;3216;2917;1496;5587
684;416;737;614;407;1639
963;438;912;700;485;1789
1036;486;1134;740;566;1972
3847;1847;3725;4302;2001;7540
0;0;0;0;0;0
2;0;0;0;0;0
22;3;30;1;5;14
9;6;9;11;6;18
265;83;314;238;148;645
0;0;0;0;0;0
967;406;1118;987;482;1928
0;2;0;0;0;0
1518;772;1709;1350;861;3288
25036;9454;28076;19950;13615;56962
37;31;42;22;24;113
0;0;0;0;0;0
0;0;0;0;0;0
431;249;511;1418;575;2132
0;0;0;0;0;4
9405;4922;10170;7616;4831;18768
1905;751;1991;1572;635;2608
736;374;733;735;391;1472
1;0;0;0;0;0
1942;831;2065;1532;919;4116
7185;2932;7154;5881;3518;14048
4389;2249;4867;3698;2379;9681
912;397;951;933;499;1743
2906;1226;3085;2198;1521;6837
695;325;655;660;341;1426
8;2;4;3;1;8
6;4;4;8;1;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
701;409;796;790;344;1477
270;191;350;285;189;725
134;79;137;106;78;296
638;386;997;714;426;1944
535;173;449;537;229;894
1255;615;1335;1114;706;2692
902;407;954;1227;617;2202
1786;799;1766;1627;895;3577
0;0;0;0;0;0
3;0;4;12;3;2
0;0;0;0;0;0
2090;853;2306;1826;1117;4468
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
415;138;347;344;216;698
0;0;0;0;0;0
1048;483;1084;1309;568;2200
102;49;110;103;73;224
1879;1406;2420;1669;1172;5513
625;340;636;515;269;1231
6072;3156;7003;4716;3071;12524
0;0;2;0;2;3
284;126;260;250;128;571
5;6;2;4;0;5
327;203;396;410;206;817
6052;2611;6475;4415;2891;12264
1323;594;1370;631;455;1807
2;0;3;2;0;4
0;0;0;0;0;0
41;21;40;76;33;166
1485;755;1536;1142;760;2705
9163;4558;8923;7628;3443;13662
0;0;0;0;0;0
2121;1009;2239;1401;975;3626
1297;532;1227;1151;568;2352
5968;2704;7690;4785;3784;15247
1212;600;1239;1195;652;2460
244;120;271;316;98;675
4;5;13;7;3;10
0;0;0;2;0;0
1041;575;1173;986;642;2711
118;65;160;104;55;238
210;107;233;192;118;452
2777;1435;3150;2227;1422;6066
10741;5710;12541;7760;5943;25205
0;0;0;1;0;0
985;328;1307;908;633;2495
524;297;615;572;313;1451
1004;584;1260;1028;659;2731
1358;758;1681;1886;909;3496
1129;522;1368;1224;680;3250
29845;12510;39362;23890;17446;79653
2781;1372;3551;2476;1668;6735
1293;628;1531;966;667;2489
1510;865;2191;1581;1034;4009
1095;549;1374;1005;517;2649
1279;898;1317;1274;754;2757
783;378;949;849;404;1754
9545;6189;12823;8968;5964;23661
725;309;921;798;471;1992
4;0;0;0;3;1
179;48;114;234;61;255
775;375;894;777;417;1743
2;0;0;1;0;2
3552;1557;3828;3274;1853;7000
956;523;1544;930;672;2672
0;0;1;0;1;2
486;360;612;545;358;1180
0;0;0;0;0;0
3481;1771;3770;2799;1712;6441
667;340;880;694;419;1680
1285;810;1749;1160;783;3277
1;0;0;0;0;0
1532;844;1907;936;783;3309
568;378;674;679;262;1262
1306;583;1286;1303;692;2518
632;213;742;534;409;1416
295;136;285;282;155;759
257;134;250;178;111;511
575;271;586;391;296;1096
1031;507;1157;920;462;1806
0;0;4;1;1;0
7;13;15;13;6;39
1719;967;1749;1322;810;3163
0;0;0;0;0;0
3191;1845;3747;3546;1826;7305
27;4;38;15;12;41
1579;929;1690;1694;828;3199
0;0;0;0;0;0
660;340;706;613;305;1464
1;0;2;0;0;0
15;12;17;12;3;21
0;0;0;0;0;0
0;0;0;0;0;0
850;262;797;823;511;1840
1974;767;2140;1890;1162;4429
30;18;32;24;17;71
2081;1125;2276;2175;1323;4800
0;0;0;0;0;0
3709;1713;4134;3265;2170;7948
352;200;363;39;31;61
41;18;26;10;0;8
678;325;766;617;369;1495
356;112;324;273;151;552
4754;2326;5384;4543;2696;10758
4;0;0;4;2;3
0;0;0;0;0;0
1999;1176;2353;1859;1061;3833
2363;1254;2512;1321;1107;4543
8;2;11;0;0;6
0;0;0;1;0;0
274;122;225;262;152;352
6181;4102;6478;5123;3295;12472
0;0;0;0;0;0
0;0;0;0;0;0
185;103;265;196;123;526
172;92;143;227;131;396
341;145;403;343;222;760
4;0;1;0;0;4
20;9;17;21;15;72
3341;880;3925;2475;1907;7370
317;136;332;214;174;606
569;323;577;464;237;786
395;130;426;336;176;646
266;138;325;315;210;769
1246;500;1306;1071;598;2265
91;43;72;71;38;102
485;214;440;388;251;1066
2848;1641;3278;2595;1379;5716
192;121;215;353;207;760
32;11;33;22;11;69
6;3;7;12;0;11
6283;2887;6454;5337;2914;10831
22;9;22;6;2;17
380;160;393;318;218;894
1;0;0;1;0;0
551;247;599;474;308;1162
155;56;158;117;115;380
0;0;0;0;0;0
0;0;2;0;0;0
35;10;48;61;17;76
108;73;104;98;43;214
4751;2385;5148;3962;2420;9685
1867;805;1927;1447;877;3853
1;0;2;0;0;0
874;591;1239;905;556;2299
4951;2563;5544;4360;2708;10697
2144;806;2435;2504;1242;4840
0;0;0;0;2;2
16;16;15;17;5;36
0;0;0;0;0;0
6348;3339;7065;5607;3353;13069
45;31;43;140;20;75
5320;2575;5762;2939;2105;7715
827;320;1015;805;453;2017
2050;973;2275;2073;1017;4200
3898;2040;4263;3559;2204;8661
1329;537;1620;1179;725;3229
2;10;2;3;8;15
76;47;76;63;45;140
846;325;947;489;334;1344
951;459;965;1029;512;1604
48;31;45;42;12;87
35;11;34;52;30;146
1459;783;1745;1447;840;3181
71;53;77;36;36;117
837;374;787;617;415;1378
1148;514;1114;982;570;2236
27399;10763;33335;23971;16504;67661
1128;381;988;967;470;1702
730;391;815;690;389;1509
34;18;16;20;17;40
0;0;1;1;0;3
0;0;5;1;0;5
0;0;0;0;0;0
1494;709;1742;1458;836;3069
2624;1108;3006;2314;1534;5578
3267;1016;3397;3235;1555;6183
935;397;1003;771;482;1902
806;329;756;1000;471;1757
1978;834;2188;1505;1139;4282
18;13;22;19;23;56
27;8;21;31;12;59
10;10;11;12;2;10
6568;4030;7311;5450;3331;13515
0;0;0;0;0;0
1;0;0;0;0;0
6;0;6;0;0;5
0;0;0;0;0;0
758;465;914;1047;671;2427
1019;514;1227;842;586;2328
4870;2559;6176;5393;3068;11544
542;239;532;432;309;1032
22553;12334;26967;20334;13835;52917
3;0;5;4;2;10
54;28;58;54;26;99
663;291;761;677;360;1337
2365;1442;2623;2215;1772;6071
2;2;0;0;2;6
0;0;0;0;0;0
0;0;0;0;0;0
4;5;7;4;4;11
297;131;224;224;149;591
1893;1018;1760;1705;938;3230
0;0;0;0;0;0
978;521;1251;884;515;2165
3427;1881;3802;2481;2002;8064
36;18;32;30;11;48
1667;821;1879;1294;866;3664
39;27;43;32;21;80
23;8;14;14;13;55
20;14;18;21;5;44
502;225;527;402;380;1229
0;0;0;0;0;0
489;272;527;356;252;931
14;0;6;9;2;15
1721;1100;2368;318;266;1123
13;2;5;0;4;1
6;4;7;2;2;8
943;459;1126;926;503;2157
76;35;61;24;28;62
5;1;8;0;2;3
7;9;23;10;10;27
0;0;0;0;0;0
1783;738;2156;1476;1001;3980
309;352;462;312;218;810
11;8;18;9;7;30
0;0;0;0;0;0
5;2;3;6;8;2
0;0;0;0;0;0
1401;706;1482;1711;1053;3899
2268;1124;2379;1950;1188;4488
125;91;140;82;86;210
388;165;393;582;234;803
6;0;1;1;0;1
0;0;0;0;0;0
878;451;1101;907;625;2361
495;279;753;576;353;1687
58;8;45;26;20;67
2040;1124;2452;1840;1121;4503
2952;1524;3538;3011;1846;8175
7;14;20;16;13;52
6426;2755;8638;5639;3998;17732
747;310;966;668;518;2029
1002;604;1428;844;663;2871
11;5;24;4;5;20
2724;1402;3778;2397;1777;7225
3973;1649;4609;3216;2412;9030
45;15;64;29;8;78
18;22;23;22;14;50
336;183;383;353;253;762
1936;1085;2461;1661;1325;4662
1290;693;1886;1163;896;4097
4792;2392;4641;3533;1999;6592
2;0;3;0;4;1
6;1;7;6;3;11
99;42;180;75;49;358
0;0;2;0;0;0
0;0;0;0;0;0
25;17;32;127;17;56
106;62;140;113;71;217
34612;19227;37972;26695;16958;66218
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
49;34;75;49;27;137
0;0;0;0;0;0
3;2;1;0;0;0
1498;698;1743;1261;804;3302
0;0;0;0;0;0
2020;1285;2054;1917;717;2454
1;0;7;0;2;12
6;3;11;0;2;7
376;163;322;378;193;749
2474;1423;2704;1899;1432;5770
111;39;90;113;65;222
134;93;160;105;75;330
208;90;195;162;73;314
1047;536;1030;872;432;1672
3428;1292;3653;2923;1753;7459
145;85;207;134;96;376
267;208;273;272;159;558
68;56;82;91;67;303
839;374;883;1133;442;1594
85;29;39;81;35;120
15;5;16;7;3;17
6;5;14;5;12;23
1627;639;1806;1429;867;3418
2;1;6;2;2;0
18;6;11;13;10;35
233;71;139;209;96;329
0;0;6;2;0;14
31;14;47;25;17;57
112;45;67;142;46;209
26;3;19;23;14;59
1;0;3;0;3;1
143;67;151;108;68;245
12;8;18;27;11;29
0;0;1;1;0;0
1;1;3;0;0;3
1627;1006;2471;700;629;3358
3545;1431;3687;2642;1810;7091
0;0;3;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
14926;9096;18054;12722;7884;33364
1126;377;1202;826;550;2229
2503;1355;2725;2160;1264;4790
959;450;1121;722;526;2097
2348;1210;2694;1850;1185;4809
70;38;77;92;34;149
1655;843;1897;1810;902;3800
1691;484;2268;1328;995;4910
1864;1017;1823;1420;736;2971
4;0;2;3;1;1
1191;340;1306;903;489;2187
1115;606;1151;891;490;1846
0;0;2;0;2;2
0;0;0;0;0;1
1237;497;1061;1568;804;2428
9389;5101;10628;6628;3156;13404
1023;558;1089;776;568;2056
234;125;248;190;139;521
608;291;646;602;375;1430
1326;745;1460;1153;665;2524
51683;23271;67726;54872;32217;125882
326;195;405;298;199;763
0;0;0;0;0;0
18;12;21;18;20;53
2686;1103;1997;5791;1179;3263
348;216;374;312;148;504
10;4;6;7;2;5
668;353;690;846;381;1342
0;0;0;0;0;0
4;0;0;0;4;0
144;96;144;162;76;348
0;0;0;0;0;0
0;0;0;0;0;2
1151;786;1490;1427;664;2750
734;376;759;534;348;1394
179;88;208;197;111;348
1700;797;2002;1776;1084;3827
491;236;599;538;269;998
768;306;967;645;362;1670
5650;2658;6492;4276;2665;11403
56;11;45;24;16;127
1511;736;1571;1365;801;3023
396;221;534;298;166;907
1162;453;1116;1405;609;2525
93;67;110;106;41;183
384;228;458;421;230;895
1215;667;1301;1091;751;2407
0;0;2;5;0;4
1965;802;2084;1597;947;3826
1391;498;1621;952;619;2344
9630;4495;10689;8100;4512;19860
1308;618;1420;1075;755;2540
3066;1157;3357;2249;1514;5943
123;60;126;105;75;272
987;341;1198;745;514;1896
2628;1307;2928;2608;1289;5546
9;0;2;4;0;4
1089;480;1211;1085;474;1800
15;11;2;16;16;52
11;6;9;8;0;26
949;419;961;681;404;1655
463;194;475;446;219;849
331;151;370;347;159;611
2958;1314;3560;2532;1575;6856
498;277;544;467;343;1173
1;0;0;1;2;0
158;84;163;141;123;312
0;0;4;6;0;9
1698;634;1662;1198;897;3420
13;6;11;9;8;13
0;0;0;0;0;0
0;0;0;0;0;0
236;85;328;228;178;578
6539;2665;6717;6837;3229;13064
13;6;15;12;11;17
2134;888;2277;1935;996;3974
308;155;357;287;178;668
1542;541;1641;1099;757;2716
1288;762;1392;1520;771;3124
3097;1630;3414;2321;1523;6847
529;349;724;627;347;1418
54;20;49;43;27;88
262;133;233;185;105;433
412;258;415;415;204;810
0;2;2;0;1;0
5;0;0;0;0;0
922;484;910;784;493;1823
745;329;876;645;431;1523
1094;601;1239;914;624;2534
1168;562;1276;1036;716;2847
3350;1660;3728;2598;1916;6912
962;555;1005;862;481;1781
376;162;435;354;215;798
1923;797;1926;1417;799;2794
151;81;138;157;76;258
404;196;437;430;215;954
1724;716;1684;1529;738;2912
0;0;0;0;0;0
100;57;110;135;51;259
166;78;130;138;56;278
0;0;0;0;0;0
20;24;30;12;6;53
1025;615;1095;1167;680;2575
0;0;0;0;0;0
72;31;36;32;55;103
233;108;205;230;125;445
0;0;0;0;0;0
15;13;13;18;37;47
3;0;5;0;3;8
528;210;510;461;190;903
464;95;464;402;240;979
69;47;87;57;49;164
459;231;440;298;192;717
1292;510;1407;916;556;1947
478;318;591;456;340;1218
1098;696;1071;989;479;2052
1918;860;1926;1601;755;2891
0;0;1;0;2;0
0;0;4;2;0;6
958;415;1020;804;483;2046
3560;1847;4315;2922;1349;5870
1689;753;1980;1578;848;3362
9793;3727;9564;8433;5043;20017
1143;595;1380;900;679;2928
1852;853;1916;1854;885;3971
1762;833;1904;1225;611;2590
1082;480;1087;814;518;1807
50;41;56;63;23;78
0;0;0;0;0;0
2243;1253;2510;2205;1228;5026
11;6;10;2;2;19
106;45;113;80;55;202
1152;544;1206;1242;604;2162
6;4;0;1;0;0
0;0;0;0;0;0
4485;2523;5685;2622;1988;8465
0;2;0;0;0;0
0;0;0;0;0;0
899;494;799;642;354;1601
685;301;865;641;343;1542
858;247;927;1099;421;1655
297;175;341;273;129;579
1674;907;1630;1977;807;3008
1733;1044;2345;1241;980;4733
5027;2276;5543;4361;2556;10310
4495;2122;4868;3835;2225;9118
228;146;248;195;115;515
1164;465;1180;1099;646;2323
712;392;762;384;351;1241
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
9;4;3;3;5;9
88;48;55;71;32;149
0;0;0;0;0;0
0;0;0;2;0;2
325;140;300;228;148;527
1390;724;1641;1234;667;2863
68;32;77;39;29;85
9692;3816;11131;5723;4403;16748
1963;706;2948;1411;1451;6682
0;1;2;1;2;0
0;0;0;0;0;0
0;0;0;0;0;0
8373;3708;8553;6136;4311;16218
4600;2283;4845;3960;2492;9406
342;156;387;293;226;692
3845;1656;3910;2835;1727;6495
48;16;68;41;17;125
1133;671;1260;971;641;2466
218;135;235;91;89;233
491;248;608;417;312;1282
29;19;38;18;5;47
92;43;111;84;43;150
690;357;817;615;376;1587
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
45;47;75;102;49;176
936;388;1050;1129;483;2183
2771;1162;2829;2739;1793;6661
287;144;330;264;174;624
23738;9685;27238;19009;12724;53623
1884;626;2002;1535;966;4555
2864;1262;3212;2513;1345;5192
802;375;745;529;402;1541
0;0;0;0;0;0
942;428;931;838;405;1815
0;0;0;0;0;0
437;207;490;292;233;876
34;33;26;52;14;97
4668;2783;5141;4138;2195;8785
10;5;14;8;7;12
13;5;14;8;9;33
11655;4881;12750;8381;5384;21246
241;111;258;197;162;559
463;253;504;694;333;1348
185;113;252;145;77;483
99;40;102;88;72;206
840;338;833;739;426;1621
16;3;32;38;17;44
621;314;662;583;291;1153
3217;1505;3294;4642;1979;7129
1798;928;1974;1419;812;3297
984;463;1111;927;518;2091
0;2;2;0;2;3
163;85;227;140;62;361
383;195;465;646;212;799
1194;437;1062;920;642;2219
485;258;537;482;250;1058
1562;660;1701;1190;734;2918
784;439;809;1022;437;1521
0;2;0;0;4;1
373;201;479;435;205;854
1041;566;1240;810;459;1968
77;78;101;58;38;178
79;76;132;50;53;275
1983;888;2069;1629;992;3449
4603;2254;4787;3902;1963;7916
292;146;233;240;146;556
1243;539;1282;904;447;2045
705;517;670;291;218;660
1139;499;1063;973;594;2233
295;179;301;383;164;601
1068;422;1286;918;513;2262
23694;13032;25933;19168;12599;50061
2;0;4;2;2;3
2;0;6;1;0;2
200;71;140;174;129;329
22;4;14;13;11;39
0;0;0;12;0;0
0;0;0;0;0;0
0;2;0;2;0;2
4337;2417;4402;3512;2051;7778
0;0;0;0;0;0
1937;773;2014;1701;1143;4356
1121;481;1219;948;621;2298
3135;1354;4362;2972;2294;10745
102;42;109;107;56;285
2;0;0;0;0;0
0;0;0;2;0;0
2295;1085;2454;2187;1120;4547
1795;949;2264;1605;1159;4222
2;3;4;2;6;9
3523;1260;3900;2587;1699;6830
13;1;7;11;7;15
2034;906;2136;1498;897;3591
0;0;0;0;0;0
250;108;248;268;126;512
0;2;0;0;0;0
2212;947;2609;1697;1239;4629
1052;521;1140;1134;535;2209
0;0;4;0;0;0
272;171;373;308;268;932
21;8;34;9;4;38
4;0;0;0;0;1
7652;3438;7823;6567;4031;15237
143;67;160;99;84;329
3448;1645;3728;3140;1741;7347
2;2;11;13;4;14
5053;2582;5256;4426;2428;9384
1041;467;1056;1072;648;2413
0;0;0;0;0;0
479;232;356;393;225;734
2;1;2;0;2;4
0;0;0;0;0;2
0;0;0;0;0;0
1521;656;1625;1259;673;2604
1537;683;1531;1622;792;3064
3010;1464;3098;2306;1508;5696
3295;1414;3246;2948;1515;6027
12;0;4;5;5;7
52;40;75;82;32;201
2;2;2;1;0;2
0;0;0;0;0;0
1321;692;1535;955;776;3140
65;35;46;99;60;136
2116;950;2605;1924;1125;4405
87;50;126;48;65;239
1460;763;1444;1323;728;2777
123;30;97;101;40;243
1046;456;1115;927;463;1970
1410;713;1625;1145;830;3426
1796;964;1806;2177;1036;4286
1730;761;2017;1062;980;3951
2;0;3;1;2;2
24;14;25;9;7;36
1409;743;1277;753;481;2076
34;35;61;75;31;150
16;0;4;8;8;19
8;0;3;5;2;7
186;72;143;158;145;454
1173;583;1132;928;609;1911
8987;5260;9867;7843;4513;17892
2733;710;3074;2484;1425;5252
781;376;718;830;414;1425
913;344;1063;839;453;2126
6408;2901;7086;5131;2956;11870
0;0;2;5;1;1
140;84;140;109;44;219
21;9;23;15;3;28
1216;523;1154;936;565;2343
21049;8257;21346;15931;10123;37661
13519;6837;15872;10388;6082;24389
3769;2068;4238;3700;1973;7456
23;8;15;23;4;20
385;197;391;376;211;705
2;0;0;0;0;0
99;28;88;65;17;81
48;51;67;50;23;119
18;9;16;31;15;37
257;103;204;210;101;441
7602;3418;7372;3426;1741;5888
14;18;27;20;19;37
0;0;0;0;0;0
4;2;2;2;6;7
284;145;283;341;185;572
455;180;347;289;230;895
2;0;0;0;0;0
1;0;0;0;0;0
4054;2083;4619;3233;1776;7555
601;347;608;618;251;1107
3579;1788;3801;3389;1947;7292
2;0;3;3;0;6
294;126;274;306;157;498
427;150;489;310;173;615
3931;1998;4407;2372;2148;8522
0;3;11;2;5;8
871;488;1066;789;523;2225
251;187;216;173;98;366
0;0;0;0;0;1
653;185;692;588;291;1201
532;224;608;627;346;1509
2;0;0;2;0;7
0;0;0;0;0;0
163;78;155;134;75;283
192;152;218;154;131;525
466;255;474;420;234;821
1735;922;1834;1635;794;3203
7176;3280;7083;6800;3787;14272
1;0;0;0;2;2
438;147;480;372;234;973
0;0;0;0;0;0
318;177;483;305;198;905
246;133;218;702;138;445
866;518;1152;750;413;1853
780;440;765;749;461;1762
1256;656;1442;1123;695;3123
2;0;0;0;0;2
2029;1042;2059;1688;1144;4624
0;0;0;0;0;0
26;16;23;53;26;50
0;0;0;0;0;1
616;305;672;657;361;1385
390;256;328;244;162;502
0;0;0;0;0;0
276;112;196;186;120;438
90;53;87;64;44;162
9051;4236;9756;7968;4424;16248
182;83;201;177;70;358
2651;1126;2796;4975;1214;4332
358;242;397;369;206;604
318;108;366;224;157;725
153;65;145;132;94;300
0;0;3;1;2;4
797;496;956;597;343;1691
3591;1565;3029;3472;1808;5722
4078;2110;4406;3669;1753;7547
4;0;1;2;0;0
0;0;0;2;0;0
1659;696;1593;1705;769;3389
2196;782;2466;1913;1164;4371
2824;1104;2987;2325;1400;5725
278;149;216;256;133;457
711;364;775;698;397;1572
1;2;0;0;0;4
196;54;170;206;75;389
2540;801;2620;1776;1177;4292
5;1;3;9;6;27
1382;568;1660;1429;820;3106
0;0;0;0;0;0
0;0;0;0;0;0
6;0;2;0;0;1
