"ERR4507911";"ERR4507912";"ERR4507913";"ERR4507914";"ERR4507915";"ERR4507916"
1;4;3;2;3;12
0;2;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3;0;0;0;2
0;0;0;0;0;0
2;4;2;0;0;0
0;0;0;2;0;0
3;0;5;3;1;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;4;3;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;1;2;10;1;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
117;54;109;116;52;197
0;0;0;0;0;0
0;0;0;0;0;0
5;0;6;4;1;4
0;0;0;0;0;0
0;1;1;1;0;1
0;0;1;2;0;0
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3703;1197;3627;3091;2144;7609
8;2;10;5;7;15
0;0;0;3;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
4;4;3;1;0;2
0;0;0;0;0;0
2;1;2;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;2;1;0;0;2
80;32;71;13;8;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;1;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;1;0;0;0;0
4;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;2;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
9;5;7;7;8;23
0;0;0;0;0;0
4;0;0;0;2;2
0;0;0;0;0;0
61;43;51;37;19;46
1;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;3;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;2
4;0;6;3;3;11
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;0;3;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1641;718;1722;1450;842;3061
0;0;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;6;0;0
478;203;464;399;261;932
0;0;0;0;0;0
1;0;3;0;0;2
0;0;0;0;0;0
0;0;2;2;0;1
2;8;1;1;0;10
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;1;0;1;1;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;2;1;2;0;1
7;0;8;3;1;9
0;0;0;0;0;0
0;0;0;0;0;0
153;41;102;98;80;220
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;4;2;1;3
0;0;0;0;0;0
0;0;0;0;0;0
0;2;2;2;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
6;3;1;2;3;6
0;0;0;0;0;0
0;0;0;0;0;0
13;3;11;3;3;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;3;0;4;4
4;0;0;0;1;0
1;0;3;1;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
15;1;6;7;5;13
0;1;0;0;0;1
5;0;2;0;1;6
0;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
1;0;0;2;1;5
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;4;6;0;2
4;0;2;0;2;0
0;0;0;0;0;0
33;5;27;29;3;43
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
27;15;17;16;17;40
34;9;25;38;6;42
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;2
0;0;0;0;0;0
6;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;0;6;4;3;1
0;0;0;0;0;0
0;0;0;0;1;0
4;3;6;2;2;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;2;5;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
2;0;0;1;0;0
0;0;0;0;0;0
5;0;3;4;5;5
1;0;4;0;0;0
10;6;8;9;4;26
0;0;0;0;2;1
0;0;0;0;2;3
1;1;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
13;4;7;8;5;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;1
0;0;0;1;0;4
2;2;6;1;0;3
0;1;0;1;0;4
59;17;80;45;28;193
0;0;0;0;0;0
0;2;2;2;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;1;4;2;1;1
0;0;0;2;0;5
0;0;0;0;0;0
2;0;0;0;0;0
1;0;1;0;0;5
21;0;48;6;12;74
0;0;0;0;0;0
4;4;1;4;0;13
0;0;0;0;0;0
4;0;2;1;0;1
0;0;2;1;1;0
0;1;2;1;2;6
0;3;1;0;0;1
0;0;1;0;0;0
12;1;13;14;8;34
0;0;0;0;0;0
8;2;3;8;6;11
1;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;3;4
0;1;1;1;2;5
0;0;0;0;0;0
0;0;0;0;0;0
1;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;2;0;13
0;1;0;2;2;2
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;4;11;13;2;23
0;0;0;0;1;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;2;0;2;0;1
0;0;1;0;0;2
4;0;1;0;1;3
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;3;12;6;8;23
0;0;0;0;0;0
1;0;0;1;2;2
0;0;0;0;0;0
0;0;0;0;0;0
12;1;16;7;9;20
0;0;1;0;0;2
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;5;0;1;0
4;0;2;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
22;10;8;27;8;30
0;0;1;0;0;1
2;3;1;2;5;5
12;6;3;4;7;11
0;0;0;1;0;0
7;7;19;14;8;32
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
20;14;12;29;22;52
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;2;3;0;3;8
72;0;26;57;8;91
0;0;0;0;0;0
0;0;0;0;1;1
0;0;0;0;0;0
18;11;13;15;7;23
2;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
1;0;0;0;0;0
4;5;5;2;2;2
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;1;0;0;0
5;0;0;6;5;10
9;8;13;16;10;33
3;4;0;4;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5217;2509;5624;4110;2497;9924
0;4;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
8;4;2;2;1;17
2;0;0;1;0;1
0;0;0;0;0;0
0;0;0;0;0;0
3;5;3;0;1;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;2;0
0;0;0;0;1;1
10;4;8;10;2;10
0;0;0;0;0;0
46;20;18;62;29;84
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
16;4;12;5;4;13
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;4;5;3;0;3
0;0;0;0;0;2
0;0;0;0;0;0
7;0;4;0;4;10
0;0;1;0;0;2
0;0;0;0;0;0
0;0;0;0;0;2
0;2;0;0;0;0
2794;1181;2945;2368;1373;6070
0;0;2;0;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;3;4;3;1;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;2;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;4;0;1;0;0
0;0;0;0;0;0
5;0;0;1;0;1
0;0;0;0;0;2
3;5;7;8;9;34
10;2;9;6;4;22
0;0;0;0;0;0
2;0;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
12;0;6;5;8;6
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;3
2;0;2;4;0;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
14;4;9;4;0;6
5;0;0;1;0;2
0;0;0;0;0;0
0;0;0;0;0;0
50;25;48;43;19;85
0;1;1;0;0;2
3;0;0;0;0;0
4;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;1;0;1
0;0;0;0;0;0
10;4;6;6;1;22
67;42;79;70;46;157
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;1;1;0;2
1783;882;1840;1454;841;3297
0;0;0;0;0;0
16;7;14;8;10;37
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;0;0;3;0
0;0;0;0;0;0
280;107;334;282;127;569
0;2;0;0;1;2
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;1;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;2;0;0
0;0;0;0;0;0
10;6;9;11;5;22
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;1;11;5;3;16
2;1;1;2;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
36;19;38;35;34;81
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
1;4;2;4;0;4
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;2
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;2;2;4
1;0;0;0;0;0
3;0;0;0;1;1
9;7;7;8;0;8
0;0;0;0;0;0
0;0;0;0;0;0
10;19;27;18;7;43
0;0;0;0;0;0
3;1;1;0;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
29;13;15;29;10;30
4344;828;5259;3771;2164;9386
1;1;0;0;0;0
11;17;12;15;7;20
0;0;0;0;0;0
80;46;129;140;58;287
0;0;0;0;0;0
0;1;0;0;0;2
0;0;0;0;0;0
6;0;4;5;4;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
11;6;4;0;2;17
2;0;3;6;2;5
0;0;0;0;0;0
2;0;1;8;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;3;0;0
0;0;0;0;0;0
4;1;0;6;2;2
0;2;0;2;0;0
1;4;0;1;0;4
0;0;0;0;0;0
242;144;438;174;155;1131
0;0;0;1;0;0
1;0;0;6;2;0
0;0;0;0;0;0
11;2;2;2;2;7
2;0;1;1;0;1
2;0;0;0;0;1
0;0;0;0;0;0
14;5;7;7;6;5
14;1;13;11;7;18
0;0;0;0;0;0
9;0;4;2;0;6
0;0;2;0;0;7
0;0;0;0;0;0
7;2;8;0;9;28
2;2;2;3;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
71;28;73;155;41;202
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
2;0;2;0;2;2
0;0;0;0;0;0
0;0;1;0;0;0
4;0;0;0;2;0
0;0;0;2;0;2
0;2;1;3;2;6
0;0;0;0;0;0
1;0;1;0;0;0
17;14;10;11;5;24
4498;1950;4662;3657;2148;8655
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
412;187;391;424;141;542
0;0;0;0;0;0
1;0;0;0;0;1
0;0;0;0;0;0
3;0;2;5;2;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;2;6;3;2;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;3;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;2;0
0;0;0;0;0;0
1;3;1;0;0;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
5;0;2;0;2;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
9;3;7;14;15;25
3;0;2;1;4;2
2;0;0;0;0;0
0;0;0;0;0;0
1;0;0;1;3;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;4
0;0;2;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;6;12;2;21
4;2;0;4;2;0
20;7;15;14;11;52
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
15;5;16;6;1;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4797;1623;3554;31614;7589;25788
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
1;0;0;4;2;2
1;0;0;2;2;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
22;14;16;9;12;35
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;3;1;2
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
10;2;10;17;4;17
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
397;12;292;301;172;515
829;503;823;925;516;1721
0;1;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;1;1;0;3
0;0;0;0;0;0
0;2;0;1;0;0
39;22;44;44;20;79
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;2;0;4
0;0;0;0;0;0
0;0;0;0;1;0
47;31;62;45;24;86
0;4;0;1;0;3
0;0;0;0;0;0
0;0;0;0;0;0
22;6;23;15;7;40
10;1;8;5;6;18
0;0;0;0;0;0
112;40;78;67;38;144
3;0;0;2;0;2
0;0;0;0;0;0
0;0;0;1;0;0
2;0;1;0;2;4
0;0;0;0;0;0
3;0;3;0;1;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;1;5;0;0;2
0;0;0;0;0;0
0;0;0;0;0;2
5;6;0;0;0;1
2;0;7;0;2;13
2;0;3;1;0;4
4;2;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;5
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;3
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;2;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;0;10;5;8;13
274;105;231;239;155;444
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;0
0;2;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;2;0;0;1;0
1;1;2;0;1;4
3;0;4;5;0;8
2;0;0;0;0;0
0;0;2;1;0;2
0;2;0;0;0;0
0;0;0;0;0;0
2;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
10;6;5;14;6;38
0;0;1;1;3;0
0;0;0;0;0;0
80;45;102;74;44;107
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;0;9;0;3;0
0;0;0;0;0;0
3;8;3;0;0;6
0;0;0;0;0;0
2;0;1;1;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;1
2;0;1;4;2;5
0;0;0;0;0;0
0;0;0;0;0;0
0;1;0;0;0;0
0;0;0;0;0;0
11;2;10;8;2;25
8;0;7;8;0;16
0;0;0;0;0;0
0;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
18;4;13;18;5;16
1;0;1;0;1;1
0;0;0;0;0;0
1;0;1;0;1;0
1;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
693;375;789;718;458;1503
55;26;66;51;18;124
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;1;1;0;0;1
1;1;0;1;0;5
0;0;0;1;0;0
3;0;0;0;0;0
47;21;57;25;14;39
4;1;5;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;2;0;0;0;0
0;0;0;0;0;0
0;0;2;2;2;0
89;37;74;45;31;71
23;10;26;20;11;70
15;4;15;17;11;18
0;0;0;0;0;0
13940;6857;15628;8094;5044;19737
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;2;1;1;0;5
4;2;2;1;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;3;8;3;1;6
0;0;0;0;0;0
11;2;7;4;7;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;4;0;0;0;0
0;0;0;0;0;2
8;5;7;12;3;20
0;0;0;0;0;0
1511;566;1495;1164;837;3156
0;1;4;0;6;14
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
57;15;55;35;40;76
0;0;0;0;0;0
0;1;3;1;1;8
0;0;0;0;0;0
8;0;0;6;7;4
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
9;0;6;4;4;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
8;4;7;5;4;15
1;0;0;0;0;0
0;4;4;0;4;4
2;0;0;0;0;4
7;3;3;0;0;9
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;1
0;0;0;0;4;1
0;0;1;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;3;2;2
0;0;6;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;2;6;4;0;5
0;0;0;0;0;0
2;0;0;0;0;0
2;0;0;0;2;2
0;0;0;0;0;0
1;0;0;0;1;3
0;0;2;0;2;5
0;0;0;0;0;0
6;2;5;2;2;8
196;66;235;181;100;427
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
5;0;1;3;5;10
2;1;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;2;2;3;5
0;1;1;3;0;1
1;0;1;1;1;1
0;3;1;1;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
16;10;8;22;12;60
2;0;1;6;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;2;0;1;0
0;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;0
9;4;8;3;5;15
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
18;2;22;10;8;34
0;0;2;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;2
86;43;86;110;73;141
8;0;1;1;2;3
0;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;2;0;1
0;0;0;1;0;1
0;0;0;0;0;0
12;7;4;2;3;5
2;1;1;0;0;7
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;0;0;0;0
0;0;0;1;1;2
1;0;0;0;0;0
1;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;1;0;2;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;1;0
13;2;8;6;4;17
0;0;0;0;0;0
0;0;0;0;0;0
27;13;25;24;4;12
0;0;0;0;0;0
0;0;0;0;0;0
1;0;3;4;2;10
0;0;0;1;0;4
2;0;0;0;0;5
2;6;2;1;0;8
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;4;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;0;0;0;0;0
9;2;6;3;2;13
0;0;1;1;0;1
0;0;0;0;0;0
0;0;0;3;0;1
0;2;0;0;0;0
7;10;9;7;5;19
